#hugo	sublist
GPC5	positive_c
LOC400548	positive_c
TMEM179B	positive_c
HSPA14	positive_c
MAGEA12	positive_c
LOC731223	positive_c
ALMS1	positive_c
FBXO47	positive_c
TXLNG	positive_c
OR2T8	positive_c
HIST1H3J	positive_c
MRGPRD	positive_c
NUDT7	positive_c
LOC729461	positive_c
OR8K3	positive_c
ZNF585A	positive_c
LOC100093698	positive_c
CLPTM1L	positive_c
RBM34	positive_c
SOHLH2	positive_c
TPM3	positive_c
C9ORF69	positive_c
SMARCA5	positive_c
CMTM8	positive_c
UBL5	positive_c
YARS2	positive_c
C20ORF144	positive_c
TMEM165	positive_c
PGGT1B	positive_c
CCDC135	positive_c
ARG2	positive_c
NKX6-2	positive_c
DCDC5	positive_c
MTHFD1	positive_c
LOC401134	positive_c
CDCA5	positive_c
ATP5J2	positive_c
ZNF14	positive_c
FAM194A	positive_c
HAS3	positive_c
BDNF	positive_c
CCDC151	positive_c
CSAG1	positive_c
IMPDH1	positive_c
CIRBP-AS1	positive_c
CAPRIN1	positive_c
NDUFB1	positive_c
BABAM1	positive_c
MAGEB6	positive_c
C1QL2	positive_c
PTCD2	positive_c
SPIN3	positive_c
WDR25	positive_c
MRRF	positive_c
SAPCD2	positive_c
UNC13A	positive_c
NSMCE1	positive_c
STYXL1	positive_c
NPM1	positive_c
RAB3IL1	positive_c
NDUFB10	positive_c
WDR19	positive_c
ZCRB1	positive_c
SLC29A2	positive_c
CRLF1	positive_c
MNF1	positive_c
COX6B1	positive_c
CRYGD	positive_c
HHAT	positive_c
MEF2BNB-MEF2B	positive_c
TMEM229A	positive_c
RPL34	positive_c
FLJ31813	positive_c
NBPF3	positive_c
PARG	positive_c
CSNK2A1	positive_c
PRMT10	positive_c
CPT1A	positive_c
ARMCX5	positive_c
CARD18	positive_c
LONRF3	positive_c
C2ORF27A	positive_c
HELLS	positive_c
LOC643201	positive_c
SYNJ2BP	positive_c
BCL7B	positive_c
UNG	positive_c
SURF2	positive_c
VSTM2B	positive_c
HERC5	positive_c
NUTF2	positive_c
LOC285463	positive_c
AQP6	positive_c
RAB36	positive_c
LNP1	positive_c
ZNF252P	positive_c
PSMA7	positive_c
MAD2L1	positive_c
RAB40A	positive_c
TOR1B	positive_c
UBLCP1	positive_c
HMGB3	positive_c
OR1G1	positive_c
LRRC29	positive_c
COPS4	positive_c
DNAH5	positive_c
TMEM185A	positive_c
DLX4	positive_c
HESX1	positive_c
DEGS2	positive_c
LOC440173	positive_c
ACOT11	positive_c
GJA9-MYCBP	positive_c
MGC34800	positive_c
LINC00314	positive_c
LOC339803	positive_c
SLC19A2	positive_c
GSG1L	positive_c
POLR2I	positive_c
CORO1B	positive_c
LINC00442	positive_c
NUDCD1	positive_c
IMP3	positive_c
FAM27E3	positive_c
CHMP4A	positive_c
TLCD1	positive_c
LOC730091	positive_c
ZNF511	positive_c
BTNL10	positive_c
RNF41	positive_c
TMEM183B	positive_c
PIM2	positive_c
SLC9B2	positive_c
MED26	positive_c
LOC100507134	positive_c
RPS2P32	positive_c
MAGEA6	positive_c
ANAPC11	positive_c
POLR2G	positive_c
ADAT1	positive_c
VKORC1	positive_c
FLJ21408	positive_c
CUL4B	positive_c
HCG9	positive_c
MRPS12	positive_c
H2AFB2	positive_c
HMX2	positive_c
LINC00552	positive_c
BMX	positive_c
C9ORF135	positive_c
PYCRL	positive_c
FAM3A	positive_c
HOMEZ	positive_c
ADAMTS20	positive_c
LSG1	positive_c
ASCL1	positive_c
GAGE2C	positive_c
GPER	positive_c
SDSL	positive_c
MRPL49	positive_c
CXORF48	positive_c
RRM2B	positive_c
BRF2	positive_c
MIR3687	positive_c
HPSE	positive_c
PSMA3	positive_c
RPL38	positive_c
SBNO1	positive_c
TMEM147	positive_c
SSC5D	positive_c
C2ORF73	positive_c
PRDX5	positive_c
GALK2	positive_c
RPS4X	positive_c
SNORA69	positive_c
ARC	positive_c
LOC146481	positive_c
LOC100132046	positive_c
SLC41A1	positive_c
SMIM11	positive_c
FAM72A	positive_c
C11ORF94	positive_c
SPTY2D1-AS1	positive_c
DSCC1	positive_c
LHX5	positive_c
DCTN5	positive_c
PSKH2	positive_c
TMEM229B	positive_c
PNLIPRP2	positive_c
HOXA10	positive_c
BTNL2	positive_c
NDNL2	positive_c
LHX1	positive_c
EBNA1BP2	positive_c
YEATS4	positive_c
LY6H	positive_c
MACROD1	positive_c
NDNF	positive_c
KPNB1	positive_c
RNF150	positive_c
BET1L	positive_c
HIST1H1C	positive_c
ID2B	positive_c
PCDH8	positive_c
COX14	positive_c
CCT8	positive_c
FAM47C	positive_c
UBE2V1	positive_c
CCDC144NL	positive_c
TIMM9	positive_c
SLC50A1	positive_c
VENTXP1	positive_c
BEX4	positive_c
FRMD7	positive_c
GSX2	positive_c
SIVA1	positive_c
METTL3	positive_c
CLDN15	positive_c
MIR4678	positive_c
ABCE1	positive_c
TRAP1	positive_c
EIF6	positive_c
TMUB1	positive_c
MRPL10	positive_c
GAGE8	positive_c
AP1S1	positive_c
LTA4H	positive_c
KLRG2	positive_c
LOC392232	positive_c
PHKA1	positive_c
NANP	positive_c
TPRN	positive_c
TRIM68	positive_c
UAP1	positive_c
THOC6	positive_c
GAGE2D	positive_c
COX17	positive_c
CDCA4	positive_c
ANKRD19P	positive_c
PGAP2	positive_c
GPR142	positive_c
ZDHHC5	positive_c
FAM72D	positive_c
RNF31	positive_c
ZSWIM2	positive_c
CLTA	positive_c
PNMA1	positive_c
SART1	positive_c
GAGE2E	positive_c
GPR50	positive_c
SF3B3	positive_c
BYSL	positive_c
CHIC2	positive_c
LOC100287010	positive_c
C15ORF61	positive_c
HRASLS2	positive_c
LOC284395	positive_c
IGJ	positive_c
TRMT2B	positive_c
ASB3	positive_c
PIGW	positive_c
LOC100506609	positive_c
TRMT10A	positive_c
SLC35F6	positive_c
C9ORF37	positive_c
DPY19L3	positive_c
USP17L18	positive_c
CLUL1	positive_c
PSMA1	positive_c
MRPS2	positive_c
LOC148696	positive_c
ZNF410	positive_c
UBR7	positive_c
FGF20	positive_c
DDX39A	positive_c
LPAR3	positive_c
RRP15	positive_c
C4ORF46	positive_c
GPR75-ASB3	positive_c
MIR663A	positive_c
RMST	positive_c
ABCB7	positive_c
CFC1B	positive_c
GPR112	positive_c
FANCM	positive_c
IFLTD1	positive_c
PBDC1	positive_c
MMGT1	positive_c
NOXO1	positive_c
CFC1	positive_c
LOC100287042	positive_c
BRIX1	positive_c
MAP9	positive_c
MAGEB17	positive_c
EIF2AK1	positive_c
LSM1	positive_c
USB1	positive_c
LYRM1	positive_c
TIGD6	positive_c
UBE2D3	positive_c
LOC100130992	positive_c
SEC14L2	positive_c
MRPL9	positive_c
ARFIP1	positive_c
MBTPS2	positive_c
C17ORF72	positive_c
TSG101	positive_c
AKAP14	positive_c
CYB5R4	positive_c
HOXD12	positive_c
GALR3	positive_c
UBA2	positive_c
SPERT	positive_c
FAM153B	positive_c
FAM81A	positive_c
CCDC33	positive_c
LOC100129999	positive_c
ESF1	positive_c
ROM1	positive_c
GTF2H3	positive_c
PIH1D1	positive_c
ATXN3L	positive_c
FAM21B	positive_c
HELQ	positive_c
ZNF219	positive_c
IGSF11	positive_c
LOC100507477	positive_c
PPP1R35	positive_c
LOC100507487	positive_c
TAS1R1	positive_c
LOC731424	positive_c
LOC285577	positive_c
TXN	positive_c
TSKS	positive_c
RALYL	positive_c
NTHL1	positive_c
KIAA1467	positive_c
EMC4	positive_c
RASSF7	positive_c
FAM27A	positive_c
MAGEA3	positive_c
LRRN1	positive_c
CTAGE6P	positive_c
CPA2	positive_c
RNU5A-1	positive_c
CDKN3	positive_c
CTAGE9	positive_c
TMEM106C	positive_c
IAPP	positive_c
UQCRQ	positive_c
ZNF541	positive_c
SCML2	positive_c
WNT6	positive_c
RCOR2	positive_c
STK4	positive_c
FEZF1-AS1	positive_c
RPS7	positive_c
LOC144742	positive_c
LOC256021	positive_c
SLC44A1	positive_c
NIF3L1	positive_c
SNRPB2	positive_c
SSR3	positive_c
PI15	positive_c
OSTCP2	positive_c
CT45A2	positive_c
LOC728554	positive_c
SYCP2	positive_c
FAM207A	positive_c
SNRPF	positive_c
HES6	positive_c
DLX6-AS1	positive_c
PTGR2	positive_c
PHKG2	positive_c
KCNE2	positive_c
NUDT1	positive_c
ZBED5	positive_c
LOC100653233	positive_c
TMC7	positive_c
PTCHD4	positive_c
COBRA1	positive_c
DCAF16	positive_c
FOXI3	positive_c
FOLR1	positive_c
LOC644649	positive_c
PDK1	positive_c
MAEA	positive_c
NAMPT	positive_c
SPAG4	positive_c
TMPRSS9	positive_c
NDUFAF4	positive_c
MX2	positive_c
GPR89C	positive_c
MPG	positive_c
LOC644554	positive_c
FHIT	positive_c
LOC100134317	positive_c
TIGD1	positive_c
TMEM208	positive_c
SPCS1	positive_c
MTCH2	positive_c
LHFPL3-AS1	positive_c
LOC100507244	positive_c
MYO18B	positive_c
ENPP4	positive_c
GPR89B	positive_c
ALYREF	positive_c
GAGE1	positive_c
HIGD2A	positive_c
MAPK1IP1L	positive_c
FZD6	positive_c
ISM2	positive_c
EDN2	positive_c
TBCCD1	positive_c
PTCH1	positive_c
SLC25A44	positive_c
GTF3C3	positive_c
PHLDA3	positive_c
EIF1AD	positive_c
FBXO22	positive_c
ZNF394	positive_c
LOC644717	positive_c
UBE2S	positive_c
SLC2A8	positive_c
AVPR2	positive_c
ESP33	positive_c
DNAJA2	positive_c
UBA52	positive_c
TBCE	positive_c
LOC100506661	positive_c
LOC100505727	positive_c
CHML	positive_c
LOC100506048	positive_c
CILP2	positive_c
DNAJC19	positive_c
MUS81	positive_c
GRXCR1	positive_c
CDC42EP2	positive_c
EIF2S2	positive_c
RPRML	positive_c
GPR15	positive_c
UTS2R	positive_c
CEP112	positive_c
SNORA3	positive_c
LOC285423	positive_c
RPL27A	positive_c
MTFR2	positive_c
SFXN2	positive_c
ELOF1	positive_c
AKAP5	positive_c
LOC100508631	positive_c
IFITM10	positive_c
SYCE3	positive_c
CCKBR	positive_c
ZNF572	positive_c
RNF224	positive_c
METTL18	positive_c
NUP37	positive_c
LOC100506775	positive_c
EXOSC5	positive_c
FAM27B	positive_c
WDR54	positive_c
OST4	positive_c
EVA1C	positive_c
EVPLL	positive_c
FANCF	positive_c
BARHL1	positive_c
FAM66B	positive_c
SAC3D1	positive_c
FLJ26245	positive_c
MYPOP	positive_c
CKLF	positive_c
SNHG9	positive_c
MRPL53	positive_c
NELF	positive_c
IFT43	positive_c
FIP1L1	positive_c
ABHD6	positive_c
FAM153A	positive_c
LOC100130872	positive_c
PGRMC2	positive_c
OTUD5	positive_c
OPN1MW	positive_c
MARS2	positive_c
SMOX	positive_c
LOC100129461	positive_c
VSIG1	positive_c
GMFB	positive_c
URB1	positive_c
IGSF22	positive_c
C4ORF27	positive_c
MEPCE	positive_c
GAL3ST3	positive_c
RPS13	positive_c
C21ORF88	positive_c
PKHD1L1	positive_c
NME1-NME2	positive_c
SUV39H2	positive_c
LOC100631378	positive_c
C12ORF56	positive_c
BRCC3	positive_c
EIF4E	positive_c
FERMT1	positive_c
PELI3	positive_c
CNBP	positive_c
MRM1	positive_c
MALSU1	positive_c
C1ORF74	positive_c
TRPV3	positive_c
SAYSD1	positive_c
APEX1	positive_c
BARHL2	positive_c
HECTD1	positive_c
SLC35E1	positive_c
PAGE2	positive_c
OR13G1	positive_c
VAMP7	positive_c
TSLP	positive_c
C3ORF67	positive_c
SET	positive_c
AIMP2	positive_c
OGDHL	positive_c
SCFD1	positive_c
GBX2	positive_c
FAM179B	positive_c
SLC34A3	positive_c
TTC26	positive_c
KIAA1239	positive_c
CNOT7	positive_c
LGALS14	positive_c
PRX	positive_c
GUF1	positive_c
LRBA	positive_c
ZNF850	positive_c
TCEB1	positive_c
AIFM1	positive_c
ZNF138	positive_c
BEX1	positive_c
LOC100505863	positive_c
ZNRD1	positive_c
RBBP8	positive_c
USO1	positive_c
FOXRED2	positive_c
DEFB126	positive_c
MEA1	positive_c
UFSP2	positive_c
MRPS26	positive_c
HNRNPC	positive_c
MIR4482-1	positive_c
ABCA12	positive_c
KTI12	positive_c
POLR3G	positive_c
EXOSC6	positive_c
PPP1R14B	positive_c
SCARNA16	positive_c
LINC00663	positive_c
MBIP	positive_c
C18ORF42	positive_c
PPP1CA	positive_c
GINS4	positive_c
NDUFAF4P1	positive_c
TRAPPC11	positive_c
ZNF174	positive_c
DCTD	positive_c
LOC100293704	positive_c
CCDC169-SOHLH2	positive_c
C1QTNF8	positive_c
LLPH	positive_c
TDRD12	positive_c
CCDC113	positive_c
NFYA	positive_c
GALR2	positive_c
LRRC59	positive_c
LOC100506901	positive_c
NDUFA2	positive_c
PLEKHG4	positive_c
MNAT1	positive_c
MRPL12	positive_c
FAM90A10P	positive_c
TFPT	positive_c
AQP12B	positive_c
RPL22L1	positive_c
LHFPL5	positive_c
XDH	positive_c
SLCO6A1	positive_c
ZNF648	positive_c
GABRB1	positive_c
VWC2L	positive_c
SCGB2B2	positive_c
ETF1	positive_c
LOC653375	positive_c
OSTN	positive_c
KRTAP10-2	positive_c
PPIL1	positive_c
TCEB3CL2	positive_c
SQLE	positive_c
ATP2B3	positive_c
TMEM189-UBE2V1	positive_c
EIF2S3	positive_c
DHX40	positive_c
PRSS54	positive_c
BRI3	positive_c
LOC400684	positive_c
SDHAF1	positive_c
LOC100506107	positive_c
HIST1H2BC	positive_c
MRPL33	positive_c
COMMD10	positive_c
THOC3	positive_c
RWDD4	positive_c
PAM16	positive_c
POGLUT1	positive_c
DNAJA3	positive_c
FAM185A	positive_c
CHRNA4	positive_c
EARS2	positive_c
MEF2BNB	positive_c
NEK10	positive_c
JSRP1	positive_c
MRPS34	positive_c
KARS	positive_c
OR56B4	positive_c
TECR	positive_c
MFSD2A	positive_c
LOC100287894	positive_c
DPCD	positive_c
NKX2-5	positive_c
ZNF687	positive_c
SSX8	positive_c
NME2	positive_c
H2AFB3	positive_c
H2AFB1	positive_c
DDX21	positive_c
OR2A1	positive_c
BRI3BP	positive_c
NUDT5	positive_c
C15ORF27	positive_c
OR2A42	positive_c
NKX1-2	positive_c
G3BP2	positive_c
SCD	positive_c
HAX1	positive_c
FGF10	positive_c
FAM90A7P	positive_c
PLA2G10	positive_c
LPO	positive_c
TCEB3C	positive_c
ALG3	positive_c
COMMD4	positive_c
GALNT14	positive_c
ADAMTS18	positive_c
LRRN2	positive_c
POLR1B	positive_c
ARFIP2	positive_c
EBF3	positive_c
C20ORF96	positive_c
CCP110	positive_c
MYLK3	positive_c
LOC100507150	positive_c
CDK7	positive_c
LOC100507377	positive_c
FAM86A	positive_c
YIF1A	positive_c
MND1	positive_c
LOC100128139	positive_c
LBX1	positive_c
TCEB3CL	positive_c
ZNF598	positive_c
FAM189B	positive_c
SSR4	positive_c
ELMOD1	positive_c
OSTC	positive_c
C2ORF70	positive_c
MRPL16	positive_c
PRPF19	positive_c
SUSD5	positive_c
METAP1	positive_c
ARF6	positive_c
MRPL4	positive_c
ABAT	positive_c
HAUS3	positive_c
USP17L6P	positive_c
SURF4	positive_c
SMIM4	positive_c
LOC729950	positive_c
RNPS1	positive_c
NHLH1	positive_c
NXF2	positive_c
LOC100129520	positive_c
ZNF891	positive_c
PTGDR2	positive_c
LOC729013	positive_c
PDP2	positive_c
MED22	positive_c
GAL3ST1	positive_c
STIP1	positive_c
SLC30A9	positive_c
OR11H1	positive_c
SETD3	positive_c
NXF2B	positive_c
LOC650368	positive_c
WWTR1-AS1	positive_c
NAA20	positive_c
PRSS30P	positive_c
SLC13A1	positive_c
KCNC1	positive_c
DSCR10	positive_c
UTP15	positive_c
ERH	positive_c
DYNLRB2	positive_c
FANCB	positive_c
NOA1	positive_c
RHOV	positive_c
TIMM23	positive_c
IGLL5	positive_c
RBBP7	positive_c
MSL3P1	positive_c
RPL26L1	positive_c
AHCY	positive_c
RHEB	positive_c
WDR34	positive_c
CLNS1A	positive_c
EXOSC9	positive_c
TMEM70	positive_c
LOC100287015	positive_c
FKBP3	positive_c
LOC100127888	positive_c
MRPL43	positive_c
ANKRD20A2	positive_c
MKI67IP	positive_c
XPOT	positive_c
C1ORF43	positive_c
LINC00326	positive_c
USP31	positive_c
VPS4A	positive_c
LOC100133251	positive_c
NOB1	positive_c
OR52N1	positive_c
C4ORF48	positive_c
PHB	positive_c
SLC6A8	positive_c
PRPF18	positive_c
SF3B2	positive_c
LOC284344	positive_c
TIMM23B	positive_c
F12	positive_c
GRPR	positive_c
SAP30	positive_c
LOC646778	positive_c
FAM213A	positive_c
FAM195A	positive_c
DARS2	positive_c
CSTF1	positive_c
MAEL	positive_c
ZRANB2-AS2	positive_c
PAPPA2	positive_c
TMA16	positive_c
SLC39A9	positive_c
MRPL51	positive_c
FBXO22-AS1	positive_c
BUD31	positive_c
CTAG1A	positive_c
TSEN34	positive_c
DPP3	positive_c
GMPS	positive_c
IARS2	positive_c
CTAG1B	positive_c
XRN2	positive_c
TIPIN	positive_c
DUSP4	positive_c
SLMO2	positive_c
PPP2R3C	positive_c
FAM127B	positive_c
ANAPC13	positive_c
DNAH7	positive_c
THEG5	positive_c
DNPEP	positive_c
GABRG3	positive_c
ZNF132	positive_c
TCEAL3	positive_c
MCM8	positive_c
SNORD88B	positive_c
LOC389458	positive_c
MPLKIP	positive_c
ADNP2	positive_c
SMIM7	positive_c
LANCL3	positive_c
NEUROD1	positive_c
CMA1	positive_c
ARHGAP5	positive_c
GZF1	positive_c
B3GAT3	positive_c
TTF1	positive_c
MTIF2	positive_c
SCOC	positive_c
TCEAL6	positive_c
TSSC4	positive_c
METTL14	positive_c
MLNR	positive_c
HOXC11	positive_c
CCDC124	positive_c
COX7B	positive_c
TRIM71	positive_c
LOC642929	positive_c
EPHA8	positive_c
WFDC8	positive_c
MIR1236	positive_c
PSMB4	positive_c
TSPAN33	positive_c
RPF2	positive_c
KREMEN2	positive_c
AKIP1	positive_c
TMEM41B	positive_c
METTL5	positive_c
SRD5A3	positive_c
GBAP1	positive_c
PIK3R2	positive_c
FAM19A5	positive_c
PALM2	positive_c
DYX1C1	positive_c
FGF14-AS2	positive_c
SRFBP1	positive_c
SPEF1	positive_c
PMPCA	positive_c
LOC255167	positive_c
TRAF2	positive_c
ANKRD20A8P	positive_c
NT5DC3	positive_c
INTS5	positive_c
ANKRD34A	positive_c
PCNXL4	positive_c
C2ORF72	positive_c
HSD11B2	positive_c
CCL28	positive_c
LINC00648	positive_c
TAPT1-AS1	positive_c
NDUFAB1	positive_c
MRFAP1	positive_c
NACC1	positive_c
ZNF782	positive_c
GPAT2	positive_c
C12ORF52	positive_c
FCGR3A	positive_c
LOC401557	positive_c
ZNF576	positive_c
TNIP2	positive_c
NUPR1L	positive_c
LOC100506691	positive_c
LINC00240	positive_c
PFDN2	positive_c
BDKRB1	positive_c
WDR65	positive_c
OR10H5	positive_c
NTSR1	positive_c
GMDS	positive_c
EMC2	positive_c
RHCG	positive_c
STPG1	positive_c
LY6E	positive_c
IGFBP6	positive_c
PDF	positive_c
C11ORF83	positive_c
LOC100130547	positive_c
ZSCAN4	positive_c
OR11H12	positive_c
LARP7	positive_c
RPS20	positive_c
C2ORF62	positive_c
MTFP1	positive_c
ZMYND19	positive_c
LOC100505902	positive_c
FPGS	positive_c
ST8SIA3	positive_c
LOC642236	positive_c
CYP4Z1	positive_c
CDK4	positive_c
NOP14	positive_c
TFB2M	positive_c
TMEM68	positive_c
MPV17L2	positive_c
LOC642131	positive_c
MRGPRX1	positive_c
GYPB	positive_c
INTU	positive_c
ANKRD20A3	positive_c
METTL23	positive_c
FAM58BP	positive_c
C21ORF59	positive_c
ZNF239	positive_c
FLJ41350	positive_c
OR3A2	positive_c
ZDHHC24	positive_c
CCDC73	positive_c
POLR3D	positive_c
MGC39584	positive_c
C11ORF49	positive_c
OR6A2	positive_c
THAP9-AS1	positive_c
MON1B	positive_c
CYP4F35P	positive_c
MRPL3	positive_c
COL24A1	positive_c
ANKRD36BP2	positive_c
LOC286059	positive_c
TIFA	positive_c
CDC123	positive_c
LOC100132735	positive_c
METTL1	positive_c
IL31RA	positive_c
GTPBP4	positive_c
FIBP	positive_c
CHCHD1	positive_c
RLTPR	positive_c
PHF6	positive_c
SNRPD2	positive_c
OR3A3	positive_c
DSCAML1	positive_c
ZNF721	positive_c
WDR5B	positive_c
LOC100506885	positive_c
THEM6	positive_c
SP8	positive_c
CIRH1A	positive_c
AHSA1	positive_c
IKBKG	positive_c
MED19	positive_c
NBEAP1	positive_c
SSRP1	positive_c
NTMT1	positive_c
CISD2	positive_c
KCNS2	positive_c
PMPCB	positive_c
ZNF330	positive_c
RELA	positive_c
KLHL15	positive_c
DNTTIP1	positive_c
SPTSSA	positive_c
MPV17L	positive_c
HRNR	positive_c
LOC440356	positive_c
PTX4	positive_c
SAV1	positive_c
CXORF40A	positive_c
PET112	positive_c
HIST1H2BL	positive_c
SPZ1	positive_c
TRMT12	positive_c
RABL5	positive_c
COX8A	positive_c
FOPNL	positive_c
ZAR1L	positive_c
SH3BGR	positive_c
ZNF81	positive_c
C14ORF166	positive_c
LOC100507221	positive_c
TMEM60	positive_c
POLR2B	positive_c
CENPVP1	positive_c
WHSC2	positive_c
CENPVP2	positive_c
PPP1R1C	positive_c
FRMD6-AS1	positive_c
ERVMER34-1	positive_c
FLJ35282	positive_c
TMEM203	positive_c
RNF17	positive_c
LOC100192426	positive_c
RPUSD1	positive_c
C11ORF84	positive_c
WNT16	positive_c
TRAF7	positive_c
HSPA9	positive_c
RFWD3	positive_c
ECD	positive_c
BEX5	positive_c
BAX	positive_c
IQSEC2	positive_c
PNOC	positive_c
FUT8-AS1	positive_c
CKLF-CMTM1	positive_c
ZNF668	positive_c
BEST1	positive_c
ANKRD18B	positive_c
SNHG4	positive_c
LOC285556	positive_c
PMM2	positive_c
MINPP1	positive_c
DCTPP1	positive_c
E2F3	positive_c
CTBP1	positive_c
INVS	positive_c
MDH1B	positive_c
PRDM5	positive_c
LINC00616	positive_c
L2HGDH	positive_c
ZNF673	positive_c
CKS2	positive_c
URI1	positive_c
PHF16	positive_c
PSMD12	positive_c
FBXL21	positive_c
FLJ20021	positive_c
TIMMDC1	positive_c
AGBL5	positive_c
SNORA26	positive_c
VPS37C	positive_c
HIST1H2AE	positive_c
GEMIN2	positive_c
AGRP	positive_c
PTRH1	positive_c
SAMD12	positive_c
LOC100131608	positive_c
LOC100129175	positive_c
FMR1NB	positive_c
C17ORF89	positive_c
CETN4P	positive_c
PLA2G16	positive_c
LOC729444	positive_c
OR4M2	positive_c
BFAR	positive_c
CD2BP2	positive_c
USMG5	positive_c
THAP11	positive_c
FLJ41757	positive_c
ASZ1	positive_c
USP46-AS1	positive_c
ZDHHC13	positive_c
CCDC59	positive_c
KLF15	positive_c
HPSE2	positive_c
C1ORF27	positive_c
NSDHL	positive_c
DAK	positive_c
COX16	positive_c
SELV	positive_c
PRDX6	positive_c
FARSA	positive_c
CNFN	positive_c
ENO1-AS1	positive_c
STEAP2	positive_c
TMEM128	positive_c
SDHAF2	positive_c
GPR19	positive_c
NME7	positive_c
SAGE1	positive_c
MT1F	positive_c
LOC644669	positive_c
PDK3	positive_c
CSRP2BP	positive_c
FLJ45248	positive_c
CHKA	positive_c
DRD1	positive_c
HNRNPH2	positive_c
ADRM1	positive_c
TERC	positive_c
RHEBL1	positive_c
KBTBD4	positive_c
GTF2E2	positive_c
PPA2	positive_c
FLJ42289	positive_c
SOCS4	positive_c
OR52E6	positive_c
GAN	positive_c
ERCC6L	positive_c
DUX4L9	positive_c
HDAC8	positive_c
MORN2	positive_c
FAM122B	positive_c
EMC8	positive_c
SLIRP	positive_c
TRMT10C	positive_c
SLC25A14	positive_c
PRPS1L1	positive_c
CCDC96	positive_c
HEATR4	positive_c
NCBP2	positive_c
UBAC1	positive_c
PIWIL1	positive_c
OR51B5	positive_c
TLL1	positive_c
STOML2	positive_c
HSD17B11	positive_c
PTPDC1	positive_c
MRPS17	positive_c
IPO7	positive_c
UBXN1	positive_c
USP17L24	positive_c
USP17L26	positive_c
USP17L27	positive_c
USP17L5	positive_c
USP17L30	positive_c
USP17L28	positive_c
USP17L25	positive_c
USP17L29	positive_c
TMEM177	positive_c
POLR1C	positive_c
HES2	positive_c
HNRNPF	positive_c
NUDT22	positive_c
TMEM134	positive_c
CES3	positive_c
TIPARP-AS1	positive_c
ALG13	positive_c
FAM136A	positive_c
DCUN1D4	positive_c
SLC9A2	positive_c
HMGA1P7	positive_c
ESRRA	positive_c
PRDM7	positive_c
C9ORF78	positive_c
LOC100133286	positive_c
COMMD5	positive_c
CECR2	positive_c
DKFZP434A062	positive_c
JPH1	positive_c
WDR89	positive_c
TMEM100	positive_c
HINT2	positive_c
ODC1	positive_c
EIF3M	positive_c
MTX1	positive_c
MID2	positive_c
PAICS	positive_c
MORN5	positive_c
PATL1	positive_c
ADM2	positive_c
SPATA2	positive_c
TIMM17A	positive_c
LOC100506993	positive_c
IQCH-AS1	positive_c
PFDN6	positive_c
ANKRD20A4	positive_c
AXIN1	positive_c
MAGEB2	positive_c
MTA2	positive_c
LOC440028	positive_c
ABCF2	positive_c
LOC642426	positive_c
MOCS3	positive_c
SYS1	positive_c
LOC286190	positive_c
RBBP5	positive_c
CBR4	positive_c
E2F4	positive_c
DEPDC4	positive_c
AEN	positive_c
KRTAP19-6	positive_c
PAK1IP1	positive_c
PJA1	positive_c
WDR53	positive_c
HTATIP2	positive_c
DDX28	positive_c
PEX16	positive_c
HILPDA	positive_c
C16ORF46	positive_c
CT45A4	positive_c
PAQR3	positive_c
KRTCAP2	positive_c
LOC400706	positive_c
LOC100507501	positive_c
ADAM21	positive_c
B4GALT4	positive_c
TTI2	positive_c
HNRNPD	positive_c
SIX2	positive_c
EMC9	positive_c
DNAJC4	positive_c
MIS18A	positive_c
TUT1	positive_c
C16ORF91	positive_c
ACOXL	positive_c
KCNJ6	positive_c
NSMCE4A	positive_c
CT45A1	positive_c
NFATC3	positive_c
PSENEN	positive_c
BANF1	positive_c
DRAP1	positive_c
HAR1A	positive_c
PSME1	positive_c
NAA11	positive_c
MRPS7	positive_c
FBXW9	positive_c
ADAM7	positive_c
RAD9A	positive_c
ACTRT3	positive_c
NFXL1	positive_c
EIF2B1	positive_c
TTC9C	positive_c
CDYL	positive_c
SRPRB	positive_c
TCEAL8	positive_c
EXOSC3	positive_c
GABRA6	positive_c
C20ORF24	positive_c
FADS6	positive_c
PSMA6	positive_c
LOC100147773	positive_c
EXOSC4	positive_c
UPF3B	positive_c
LOC401242	positive_c
MRPL50	positive_c
YDJC	positive_c
FHAD1	positive_c
EFCAB10	positive_c
BSN-AS2	positive_c
RIBC1	positive_c
GRIN2B	positive_c
PKN1	positive_c
PTPMT1	positive_c
MGAT2	positive_c
TOP1MT	positive_c
NUCB2	positive_c
RTFDC1	positive_c
NFKBIB	positive_c
AASDH	positive_c
TAF7	positive_c
FAM27E1	positive_c
TACR3	positive_c
CT45A3	positive_c
ZNF768	positive_c
LOC100132249	positive_c
GANAB	positive_c
TMEM45B	positive_c
ADO	positive_c
FAM43B	positive_c
GLE1	positive_c
NME5	positive_c
LINC00226	positive_c
MYO3B	positive_c
RPP25L	positive_c
TEKT4	positive_c
SLC25A22	positive_c
DDX11L10	positive_c
LOC388882	positive_c
NGDN	positive_c
TIMM17B	positive_c
UPRT	positive_c
ADAMTS17	positive_c
MRPS33	positive_c
LOC100507425	positive_c
LOC401357	positive_c
FLJ36000	positive_c
POTEC	positive_c
THUMPD1	positive_c
ZNF485	positive_c
FUNDC2	positive_c
NDUFS8	positive_c
SLC22A18	positive_c
SLC39A1	positive_c
POLR2H	positive_c
LOC100507299	positive_c
DPH2	positive_c
TEX9	positive_c
