#hugo	exprssn_associated_to_larger_survival
ADIPOR1	high
SNORA28	high
HIGD1A	high
KIAA1210	high
MIR219-1	high
MIR2116	high
LOC100131395	high
IER5	high
DDT	high
DEFB109P1B	high
SNORD48	high
LOC144742	high
ZNF835	high
ELP2	high
SLC2A8	high
MIF4GD	high
SHH	high
HOXD4	high
MIR675	high
H19	high
VWC2	high
BEX4	high
LYPD5	high
FLJ45248	high
TMEM126B	high
USF2	high
CIT	high
KCTD15	high
FAM169B	high
MIR1915	high
SLC5A10	high
SUPT20HL2	high
SMUG1	high
IFNA14	high
CPN2	high
CCDC14	high
RNU5D-1	high
IFNGR2	high
SULT2A1	high
QARS	high
MIR378D2	high
LOC100506546	high
FAM35B2	high
MIR136	high
TSTD1	high
ZNF673	high
CYP1A2	high
LOC145474	high
LOC389023	high
LOC100505658	high
PNPLA5	high
HMGN5	high
SLED1	high
LARP1	high
SCARNA1	high
LOC100505869	high
TBCB	high
PABPN1	high
PCAT1	high
TREML4	high
STAU1	high
C7ORF63	high
ZFP82	high
FLJ41733	high
EAF1	high
LOC401561	high
PRUNE	high
SEC11A	high
UQCRH	high
ANKRD62P1-PARP4P3	high
NF1P2	high
KIAA0556	high
LOC100505685	high
CCL7	high
KDM5C	high
EBAG9	high
GSTA3	high
KIR2DS4	high
TMEM215	high
SLAMF9	high
ZNF131	high
TMEM129	high
MIR548O	high
UBL7	high
PITX2	high
MIR4655	high
MIR1305	high
KRT75	high
ZNF157	high
ZNF619	high
RAB3GAP2	high
GLRX	high
CHRDL1	high
GLTP	high
OR56B1	high
SNORA70B	high
CNOT3	high
C3ORF33	high
LGR4	high
OR4N3P	high
SAV1	high
ACOT9	high
CASP8AP2	high
ZNF295	high
APITD1	high
TYRP1	high
HYOU1	high
MATR3	high
ANTXR2	high
FETUB	high
UNC79	high
PPP1R14A	high
WDR61	high
CLOCK	high
SEC24B	high
ZNF69	high
BDKRB1	high
MIR3652	high
TNPO1	high
C2ORF82	high
IRF2BP2	high
ADAMTS16	high
EIF3IP1	high
SERPINB5	high
KLHL31	high
LOC730236	high
NR2F6	high
SHPRH	high
LOC256021	high
LMO4	high
DSG3	high
LOC100505918	high
FUT5	high
SSU72	high
FYTTD1	high
EIF3I	high
UBL4B	high
LOC100507438	high
CGGBP1	high
SSTR4	high
LOC100507209	high
CCDC27	high
ZNF703	high
MSANTD2	high
CMTM4	high
SIN3A	high
BEND3	high
RGS20	high
MRPL45P2	high
LIPE	high
APOH	high
GARS	high
SNORD17	high
ETHE1	high
FAM122B	high
SYT14L	high
GTPBP3	high
GLIS2	high
SLC5A12	high
LOC100287515	high
HNF1A	high
TFDP3	high
HYAL3	high
FAM90A10P	high
RNA5S8	high
RNA5S7	high
DUSP11	high
LOC100505875	high
LOC441528	high
SLIT3	high
NUP153	high
BLOC1S3	high
ZNF627	high
ANAPC1P1	high
NANOS2	high
PRR3	high
SBSN	high
SUGT1P1	high
ZNF442	high
ALG10B	high
APCDD1L-AS1	high
COPG2	high
GRHPR	high
IRGM	high
MEMO1	high
PNMA3	high
MOGS	high
TDRKH	high
ACSM3	high
LRRC52	high
UFC1	high
KDM4D	high
LOC100289650	high
TRMT44	high
FLJ35282	high
HNRPDL	high
SPRR2E	high
ADCK3	high
OR5E1P	high
LOC100505664	high
ECI2	high
CLDN15	high
LOC100506288	high
TP53I11	high
C14ORF23	high
LOC650157	high
LOC441454	high
SYCE3	high
SLC6A15	high
RDH12	high
SNORD25	high
TDRD12	high
NAGPA	high
LOC100507140	high
LRRIQ4	high
TMEM185A	high
LOC100506014	high
SNORD114-6	high
LINC00552	high
CYP4Z2P	high
EMC2	high
SPINK8	high
NARG2	high
TSPY4	high
TRMT2B	high
ARL13B	high
LOC100134663	high
FAM78B	high
MMP1	high
UPF2	high
ANKRD30B	high
LOC100506219	high
KIR3DL3	high
HTR1D	high
PCTP	high
MUC2	high
ADAM5	high
ZNF79	high
ZNF345	high
SFXN1	high
LINC00636	high
LSAMP-AS1	high
FAM138E	high
RAET1K	high
CEP19	high
BCL9	high
TMEM30C	high
CA11	high
SNORD116-25	high
SLC6A3	high
TAS2R38	high
C10ORF137	high
ZXDC	high
AQP5	high
NUDT16	high
RNU5B-1	high
SKIDA1	high
MAP1S	high
SNORD45B	high
LOC145837	high
GNGT1	high
AMH	high
LOC729911	high
CDKN2AIPNL	high
TMEM11	high
OTUD5	high
PLA2G10	high
BTNL3	high
OR2L2	high
EMILIN2	high
LOC100509091	high
PRSS33	high
PRSS30P	high
KIR3DS1	high
H1F0	high
RPS6KA3	high
LOC100653225	high
SLC35B2	high
ERVV-1	high
MIR3917	high
SLCO1B1	high
SEC14L1	high
TMEM115	high
C12ORF65	high
SLIT1	high
ANKRD20A12P	high
FBXL14	high
HORMAD2	high
BCL11A	high
FRMD8	high
NUP85	high
MIR3907	high
LOC100130856	high
GALNT12	high
ZNF141	high
PIBF1	high
SNORD69	high
SDSL	high
LOC100507306	high
OTOL1	high
FBXO15	high
LOC100507194	high
LINC00696	high
CLDND1	high
C1ORF185	high
SUCLG1	high
LOC100129129	high
EEFSEC	high
HKR1	high
MIR943	high
EIF1AD	high
LINC00659	high
LOC100132249	high
SIX1	high
EIF4A2	high
UBE2E1	high
SCARF2	high
KLK15	high
PRDM7	high
CYP24A1	high
ZMAT2	high
LOC728716	high
CHTF18	high
MMP20	high
LINC00326	high
SECISBP2	high
TYRO3	high
LYRM5	high
FAM90A7P	high
EXT1	high
TRIM39-RPP21	high
SNORD113-1	high
ST20	high
FLJ45964	high
METTL17	high
TEKT1	high
DNAJA1	high
LOC100505991	high
CACNG8	high
LOC100270746	high
NDUFB2	high
POM121L2	high
PKD2	high
LINC00698	high
LOC284395	high
WDR19	high
LOC646498	high
C11ORF49	high
TMED8	high
RAD21	high
RABIF	high
MKRN3	high
SNORA71A	high
MYOG	high
LOC100506792	high
FAM65C	high
CLUL1	high
MIR3609	high
GAL3ST4	high
FAM173A	high
FAM74A1	high
GTF3C1	high
KRR1	high
RNA5S6	high
LOC729175	high
LOC100507663	high
EEF2K	high
LOC100147773	high
KIR2DL2	high
HIST2H3D	high
LOC100506791	high
FKBP1A-SDCBP2	high
SLC10A4	high
FIZ1	high
HIST1H2AB	high
EXPH5	high
LOC100131551	high
LOC645262	high
SLIT2-IT1	high
CDC25B	high
JKAMP	high
ZSCAN2	high
MS4A3	high
NPHS2	high
ZAN	high
SCNM1	high
FAM71C	high
BAHCC1	high
MIR103B2	high
ATP4B	high
NBR2	high
FER1L6	high
FAM183B	high
MIR1470	high
CHMP4A	high
PRSS1	high
MIR3174	high
C1ORF53	high
HIST1H2BH	high
KCNA1	high
C4BPB	high
MAGEA6	high
RHAG	high
TRIM42	high
ZBTB49	high
HELQ	high
LOC338739	high
PSME1	high
LEPROTL1	high
UGT3A2	high
DPCR1	high
ZNF626	high
FAM74A4	high
LOC100505613	high
MRPS31	high
SLC22A18	high
TMEM243	high
NSUN5	high
LOC100507012	high
SLC4A7	high
NFKBIL1	high
C12ORF56	high
TCP10L	high
PDHB	high
ZNF716	high
MCM3AP-AS1	high
MGMT	high
KLF14	high
NAT2	high
RNA5S5	high
SLC35E3	high
LOC100505824	high
FGF14-IT1	high
AMTN	high
ATP6V1D	high
C9ORF142	high
FAM195B	high
OTOR	high
SPATA19	high
UNC93A	high
SDHA	high
ATP13A5	high
MIR1302-8	high
ECH1	high
RPE	high
TRIM24	high
NDUFAF5	high
THYN1	high
EN1	high
MIR622	high
NIPBL	high
HIST1H3G	high
ADAT2	high
ARID4B	high
AHCYL1	high
PPP3CA	high
C3ORF36	high
ZNF92	high
ARMC10	high
TOMM34	high
GATA4	high
KHDC1	high
AQP12A	high
MBL2	high
FARP1	high
LOC400558	high
ISYNA1	high
KIAA0368	high
SNAI2	high
HNRPLL	high
DPH3	high
HMGN2	high
CTNNB1	high
FLJ41941	high
INF2	high
FASN	high
GLUD1	high
TNNI1	high
MTRNR2L4	high
LOC257396	high
OR6W1P	high
CATSPERD	high
MIEN1	high
NUDT16L1	high
LOC100505478	high
YIPF2	high
CLPX	high
LOC100506766	high
LOC285627	high
TYSND1	high
SLC26A7	high
SFRP2	high
DIAPH1	high
FAM86B3P	high
WDR75	high
FLJ37505	high
EFNA2	high
MINA	high
OR7E91P	high
SNORA14B	high
PPP1CB	high
LOC100507759	high
DSG2	high
LINC00633	high
MPC1L	high
AURKAIP1	high
FAM27E4P	high
OVOS2	high
LGALS1	high
LOC100652770	high
CECR3	high
FAM162A	high
ZNF790	high
ANKRD37	high
CHRNB2	high
HMGN1	high
CDK6	high
LOC100288814	high
RNF133	high
UCHL5	high
OR1B1	high
DDTL	high
BTNL8	high
LCLAT1	high
PTOV1	high
LOC400657	high
LOC645434	high
NXPE4	high
PRSS22	high
TUBA1C	high
FAM179B	high
FAM181A	high
SYNGAP1	high
NRIP1	high
TSPY2	high
ATOX1	high
ATG5	high
TXN2	high
AARS2	high
LOC100506304	high
LOC100505761	high
MIR1178	high
LOC100128988	high
CHD5	low
CHRNE	low
SRCIN1	low
CAMTA1	low
TOM1L2	low
CELF6	low
INPP1	low
C17ORF107	low
LOC100506124	low
SLC22A4	low
MAP7	low
PGM2L1	low
CAB39L	low
PRKACB	low
LOC100130691	low
PAFAH1B1	low
ACHE	low
LRRC71	low
ARHGEF10L	low
STK31	low
NRCAM	low
LOC728730	low
LRRC37B	low
MAP7D1	low
CAMK2B	low
DNAJB2	low
FAM131B	low
C20ORF194	low
PHLDB1	low
VAMP2	low
MYO18A	low
SPTAN1	low
ABCG4	low
ARHGAP23	low
SCN9A	low
SERINC1	low
GABBR1	low
PIRT	low
NTRK1	low
CAMTA2	low
CADM3	low
PMP22	low
ZBTB4	low
SEMA6D	low
LOC100131825	low
WSB1	low
PP14571	low
CDRT4	low
ANKFY1	low
APBA1	low
TVP23C-CDRT4	low
SRRM3	low
TIAF1	low
SGSM1	low
KIF5A	low
ATXN1	low
TMEM178A	low
BEST4	low
NRBP2	low
C7ORF41	low
THRA	low
ULK2	low
GABARAPL1	low
ARHGEF11	low
LINC00340	low
RUSC1	low
TPT1-AS1	low
TPPP	low
NDRG4	low
SGSM2	low
CD160	low
POLR2J4	low
PTPRH	low
SPRN	low
MAP3K12	low
TMEM255A	low
PLEKHG5	low
TBC1D3H	low
ATP6V1G2	low
CAPN5	low
AGPAT4	low
DST	low
ANKRD13C	low
GABARAPL3	low
RAB5B	low
RAB15	low
GNAI1	low
DNAJC27-AS1	low
ST8SIA2	low
ICA1L	low
ALDH3A2	low
CROT	low
PIK3R1	low
LOC440434	low
NCOA7	low
CORO2B	low
MAPT	low
GPR85	low
SCN7A	low
HSD17B3	low
MTSS1	low
BTBD9	low
MINK1	low
WDR47	low
HID1	low
LMBR1L	low
NYAP1	low
PSD2	low
RNF11	low
FAM228A	low
ADCY1	low
GDPD5	low
TMEM191C	low
DIXDC1	low
DOC2B	low
C5ORF4	low
SGSH	low
GATS	low
HDAC5	low
ANKDD1A	low
SULT4A1	low
TNNI3K	low
PJA2	low
DKFZP686I15217	low
EPN2	low
FPGT-TNNI3K	low
LPPR4	low
INSRR	low
PIK3CD	low
KIAA1107	low
AMY2B	low
GLS	low
TRPV1	low
SMG6	low
C5ORF42	low
TNFRSF25	low
PLXNA4	low
PCLO	low
CTNND2	low
LOC100506965	low
STX12	low
DNAJC6	low
CELF4	low
JMJD7-PLA2G4B	low
DPH1	low
MST1R	low
UBE2H	low
CLCN6	low
FLJ33360	low
LOC284100	low
CES4A	low
KATNAL1	low
GNG2	low
RUNDC3B	low
LOC728989	low
KIF1B	low
FAIM2	low
PCDHGC4	low
LOC100507489	low
FBXO31	low
USP35	low
BAZ2B	low
CACNB3	low
AGRN	low
NEURL4	low
RABGAP1L	low
SLC26A11	low
MCF2L	low
AKR1C1	low
LOC100130097	low
NEBL-AS1	low
CA10	low
LOC100128288	low
AHI1	low
LONRF2	low
TMEM130	low
PRKCZ	low
LOC402269	low
MYO5A	low
RIMS1	low
RNPC3	low
GTF2IRD2	low
FRMPD3	low
MLLT4-AS1	low
PIGZ	low
SH3BP5-AS1	low
CLSTN1	low
CPNE2	low
NCDN	low
BSDC1	low
CASD1	low
CAPS2	low
SOX4	low
PPP2R5B	low
AK5	low
CCNI2	low
COL28A1	low
SCN3B	low
SYNRG	low
GK5	low
DLG4	low
LOC100505840	low
FRS3	low
LOC100132215	low
CPNE9	low
CYTH1	low
MAP1LC3A	low
CCSER2	low
SPATA6L	low
CNST	low
GPRASP1	low
MYO7A	low
MAGI2	low
NECAP1	low
CYP46A1	low
PGAP3	low
SLC43A2	low
CDRT1	low
TMEM63B	low
ATP13A4	low
KIFC2	low
REEP1	low
FBXO44	low
KIF13A	low
CLSTN3	low
DSEL	low
MTMR9LP	low
CRTC2	low
RFPL1-AS1	low
ECEL1	low
RAPH1	low
NPPA-AS1	low
MAPRE3	low
PIP5KL1	low
LCA5L	low
C7ORF53	low
AGAP2	low
SCML4	low
PDE4DIP	low
WNT4	low
SCG2	low
REEP5	low
TBC1D3B	low
LRRC48	low
EPS15	low
COL4A3BP	low
SLC4A3	low
MTMR3	low
RAB3B	low
S100PBP	low
RGS9	low
JAG2	low
ABLIM3	low
CCBE1	low
FAM134B	low
LOC100507018	low
PLCD4	low
PLXNC1	low
STMN4	low
KSR1	low
PCDHGA9	low
C20ORF203	low
GALNT9	low
FAM219A	low
PIP4K2B	low
CALCOCO1	low
TBC1D3C	low
DNM3	low
ACAD10	low
SLC23A2	low
GTF2IRD2P1	low
ANKS1A	low
MYO15A	low
LOC100507136	low
OPTN	low
ASGR1	low
MATN1	low
SEPT7P2	low
ACSL6	low
LOC100288346	low
LOC283177	low
EFCAB5	low
ATP6V0A1	low
VPS53	low
EZH1	low
MDGA1	low
AHCYL2	low
RGMB	low
UBAP1L	low
ANKRD36B	low
GOLGA6L5	low
KIF9-AS1	low
KIF5C	low
GLTSCR1L	low
PLEKHD1	low
PLA2G4B	low
RERE	low
PCDHGA5	low
C1ORF204	low
CA13	low
RAP1GAP2	low
POMGNT1	low
GNAO1	low
LOC728606	low
EPB41L1	low
ALS2CL	low
LOC100505594	low
SRGAP3	low
ENTPD3	low
FLCN	low
CACNA2D3	low
NXPH1	low
CELA2B	low
NRXN2	low
SIDT2	low
JUP	low
MKNK1	low
PCDHGB4	low
LOC646471	low
DYNC1LI2	low
ATP2B4	low
UBE2Q2P1	low
PCDHGB6	low
MROH1	low
PCDHA5	low
LOC286367	low
EPB41L4A	low
PCDHGA12	low
SLC47A2	low
LOC100507077	low
YPEL1	low
SLC8A1	low
VGLL4	low
POLR2A	low
PCDHGA10	low
ABLIM2	low
AHDC1	low
CD44	low
DENND2A	low
ZNF624	low
MAPT-AS1	low
FOXP1	low
LOC100130776	low
GTF2IRD2B	low
LOC100506874	low
RAB6B	low
PCDHGC3	low
PCDHGB7	low
SGK2	low
CLASP1	low
LINC00174	low
LOC553103	low
ANKRD33	low
FAM219B	low
CACNB1	low
C1ORF63	low
PDE11A	low
PCDHGC5	low
TRNAU1AP	low
PCDHGA8	low
RFPL1	low
TMOD2	low
SLC18A1	low
TMEM30A	low
MIR137HG	low
HIVEP3	low
PCDHA2	low
EPB41L4B	low
SHC2	low
KIAA1984	low
STAT2	low
CPEB2	low
PRKAG2	low
TRPV2	low
ZCCHC12	low
LOC285878	low
HIVEP2	low
PCDHGA6	low
CREG2	low
FOXH1	low
PCDHA4	low
AGBL3	low
RAPGEF6	low
NISCH	low
CPEB4	low
DLC1	low
PRUNE2	low
SEPT4	low
NRIP2	low
CROCCP3	low
SYNM	low
NAGK	low
MPRIP	low
TM2D3	low
TMEM167B	low
TMEFF2	low
SCN2A	low
LRRD1	low
LPCAT4	low
PCDHGA7	low
PCDHGA1	low
GLTPD2	low
SOX6	low
EBF1	low
PCDHGB3	low
TMEM191B	low
PCDHA8	low
TRIM74	low
NBPF12	low
PCDHGB1	low
RORA	low
KNDC1	low
R3HDM2	low
LINC00693	low
FLJ27354	low
CTC1	low
CBX7	low
PCDHGA4	low
ATXN7L1	low
PINK1	low
KIAA1683	low
RBFOX1	low
NIPSNAP3B	low
ARHGEF7	low
KRT19P2	low
ABCA5	low
C11ORF87	low
KCTD7	low
ZNF641	low
SNORD118	low
VSTM2A	low
EIF4E1B	low
SCN3A	low
TRIM2	low
CCDC136	low
QPCT	low
SPTBN1	low
NEAT1	low
AMY1C	low
MACF1	low
TBC1D3G	low
STRC	low
PCDHA3	low
TRIM73	low
DENND6B	low
LMBRD1	low
CCDC132	low
CAMK2G	low
MIAT	low
GPD2	low
AKR1C2	low
KCNK10	low
PCDHA6	low
LOC100287294	low
HCG27	low
BCAP29	low
PCDHA10	low
NRN1L	low
NCAM1	low
PAR1	low
NRP1	low
ALDH8A1	low
FRY	low
FIGNL2	low
EPB41L3	low
PCDHAC1	low
CGNL1	low
PCDHA12	low
GOLGA6L3	low
C6ORF136	low
LINC00260	low
EIF2C4	low
STAG3	low
PCDHGA3	low
STRIP1	low
SPHKAP	low
LOC377711	low
INPP5K	low
GRID2	low
PCDHA13	low
NDEL1	low
ANKRD36C	low
POMT1	low
KIRREL3	low
LOC149351	low
FLJ11235	low
PLCL1	low
PCDHAC2	low
GDPD4	low
TRIM67	low
FLJ35390	low
PCDHGA2	low
CEP85L	low
RNF165	low
TMIE	low
BAI2	low
LRRC37BP1	low
FBXO42	low
DNER	low
ZBTB7C	low
CUEDC1	low
CCDC17	low
HAP1	low
GPR153	low
CGN	low
ATF7	low
SLAMF8	low
SLFNL1	low
LOC100510707	low
AMY1A	low
PTBP2	low
CLTCL1	low
PCDHGB5	low
ZNF385A	low
KIAA1522	low
SNRK	low
WDR91	low
PCDHA1	low
LOC100506974	low
TCTA	low
PMS2P4	low
CPEB3	low
SYT2	low
SLC37A1	low
PCDHA7	low
COPG2IT1	low
PROSAPIP1	low
MAP2	low
WBP2	low
PEAR1	low
C6ORF1	low
ARMC2	low
TENM3	low
KIFAP3	low
PVRL1	low
PLEKHA5	low
ACVR2A	low
HACE1	low
CC2D2B	low
FAM73A	low
CADPS	low
LINC00087	low
MC4R	low
SMCR7	low
STAT3	low
EPHA5	low
DGKD	low
LOC401320	low
TMEM240	low
GTF2IRD1P1	low
WIPF2	low
SDC3	low
FNBP1L	low
RS1	low
LYST	low
LOC285972	low
UBE2D4	low
TTC7A	low
ZBTB46	low
TRH	low
SAMD4A	low
LOC100506700	low
KIAA0513	low
DACT3	low
PCDHGB2	low
UNKL	low
PCDHGA11	low
PKIA	low
RHOU	low
RASD1	low
GS52	low
NDFIP1	low
PLEKHM1P	low
SYT7	low
FLOT2	low
TSG1	low
NICN1	low
RAB11FIP4	low
RP9P	low
SPEG	low
PNMAL2	low
SRRM1	low
PDK2	low
CCDC24	low
GSDMB	low
LOC643837	low
VAMP1	low
TMEM175	low
SYT11	low
NACAD	low
DAB1	low
KIAA0930	low
PTPRA	low
JMJD7	low
SEMA4D	low
MTMR9	low
KLHL35	low
SSFA2	low
FAM102B	low
ARHGAP21	low
ZER1	low
OSBPL9	low
FAAH	low
ACBD4	low
FRY-AS1	low
C6ORF89	low
LOC100506713	low
CALHM3	low
CLIP2	low
TLN2	low
PPP1R12B	low
LOC100129269	low
ZBTB38	low
MATN2	low
SCGB1C1	low
PCDHA9	low
KIAA0319L	low
CACNB2	low
LOC100506504	low
CACNA1D	low
LOC100130000	low
TNRC18	low
AMY1B	low
EHBP1	low
JAZF1-AS1	low
GLG1	low
RASA4CP	low
SYNGR1	low
DPYSL3	low
KCTD1	low
MCF2L2	low
KCNH8	low
SCPEP1	low
CC2D1B	low
GALNT3	low
LOC653486	low
ZNF436	low
RASA4B	low
ADRB2	low
BAIAP3	low
OR2K2	low
PLXNA3	low
FBXL20	low
FAM131C	low
TF	low
SCRN2	low
ZZEF1	low
ANO6	low
CAPN3	low
SGIP1	low
ATP9A	low
SNAP25	low
CELSR2	low
LOC149134	low
ZNF25	low
PKIB	low
NRSN1	low
TP53AIP1	low
SLC29A4	low
PHF1	low
PRKCD	low
MFSD6	low
PPP3CB	low
WNT2B	low
SOBP	low
DNM1	low
ANKFN1	low
UNC80	low
UPB1	low
HTR1B	low
KIAA1456	low
ACSM4	low
KIAA1984-AS1	low
MIR568	low
AMY2A	low
RSPH4A	low
LOC113230	low
HS6ST3	low
STXBP1	low
BOK	low
PBX1	low
SAMD14	low
FBXO9	low
TMEM191A	low
AFF3	low
SZT2	low
TEKT3	low
TMEM196	low
ARHGDIG	low
DBIL5P	low
CDH6	low
TNFAIP1	low
FARP2	low
LOC100144604	low
ELAVL4	low
MAMLD1	low
MMP25	low
LINC00684	low
VWDE	low
PTPRN2	low
FOXJ2	low
ARHGEF9	low
C17ORF85	low
TMEM107	low
FAM115A	low
SHANK2	low
KIF3C	low
PRKAR1B	low
PRICKLE2	low
MORN1	low
ACADVL	low
FOXO1	low
APOBR	low
LOC728392	low
TBC1D29	low
COL7A1	low
VTN	low
C2CD4B	low
GUSBP11	low
ARNT	low
HBEGF	low
NALCN	low
SPRYD7	low
HAPLN2	low
SLC12A1	low
OSBPL7	low
TMEM178B	low
C9ORF131	low
CATSPER2	low
SYNGR3	low
BEAN1	low
LOC100129316	low
FAM69A	low
REPS2	low
MIR922	low
MAP2K4	low
PAG1	low
LOC339874	low
TMEM35	low
PPP5D1	low
IKZF2	low
YPEL4	low
FMN2	low
AMPH	low
KCNAB2	low
SUPT6H	low
DCDC2B	low
UBE4B	low
FLII	low
FBXW10	low
MIB2	low
DAB2IP	low
ALCAM	low
ANKRD36	low
PCDHA11	low
LOC100144602	low
LOC100131060	low
MAP3K2	low
ZNF540	low
TIMP2	low
ZHX2	low
ATP6V0E2-AS1	low
ZSWIM7	low
SGCD	low
SLC15A3	low
LOC146880	low
ST3GAL1	low
SLFNL1-AS1	low
RAMP3	low
CTIF	low
GCFC1-AS1	low
CAMKK1	low
FNBP1	low
IMPG1	low
ING4	low
ABHD16A	low
FBXL17	low
L1CAM	low
FLJ39739	low
GPR132	low
CDHR2	low
LOC100652768	low
FAM223B	low
PNPLA8	low
FAM223A	low
SLC46A1	low
LOC100131564	low
MLL5	low
SBDSP1	low
P4HTM	low
HECTD4	low
AKAP6	low
VPS13C	low
RPH3AL	low
PIGL	low
OVCA2	low
ZNF34	low
SLC29A1	low
PIAS3	low
URGCP	low
KCNC4	low
EFNB3	low
LOC158696	low
SOX15	low
SLC46A3	low
ERMAP	low
NXNL2	low
TMEM66	low
PRICKLE2-AS1	low
LRRC63	low
SLC6A13	low
ZBTB16	low
YWHAG	low
RASA4	low
RIN2	low
ANK3	low
HMGB3P1	low
USP33	low
RARA	low
LOC100506257	low
LOC653513	low
KCNQ3	low
KCNIP2	low
RUSC2	low
MYH7B	low
PPIEL	low
GOLGA7B	low
TBC1D3F	low
TBC1D3	low
PREPL	low
INCA1	low
TMEM59	low
HYI	low
KIAA0226	low
MIR492	low
SLC18A2	low
EPS8L1	low
ANKRD53	low
TRIM36	low
MED24	low
ATAT1	low
NLGN2	low
EPB49	low
MASP2	low
WDR37	low
ADCY5	low
RUNDC3A	low
CADM1	low
DMTF1	low
HGSNAT	low
LMTK3	low
KIAA1598	low
SERPINB8	low
KIF3A	low
NBR1	low
C2CD4C	low
GFRA3	low
ABCB8	low
BACE1	low
MAPK11	low
SLCO3A1	low
RIPK1	low
TBC1D9	low
LOC100133039	low
C22ORF43	low
ITGA10	low
CRIP3	low
SH3D21	low
LOC344595	low
PPP2R1B	low
LOC100506746	low
INPP5B	low
SNORA44	low
LIFR-AS1	low
PRRT2	low
FLJ12825	low
RABGEF1	low
TACC1	low
C17ORF66	low
PPIP5K1	low
BCAS3	low
REV3L	low
SRRM4	low
FCHO2	low
CSDC2	low
LOC100507654	low
PTPRM	low
SLC35E2B	low
CFLAR	low
AKR7A3	low
ST3GAL3	low
MIR339	low
CNTN3	low
ZDHHC17	low
C1ORF173	low
MAP3K3	low
NEBL	low
RSG1	low
ZBTB22	low
GPCPD1	low
PKHD1	low
C10ORF68	low
ESYT2	low
TOX2	low
ZEB2	low
ANKRD6	low
HRK	low
MAPKBP1	low
LRGUK	low
CCR10	low
UPP1	low
DOCK4	low
CLK1	low
BMP8A	low
TMC8	low
CLASP2	low
MIR4724	low
TPO	low
ATG7	low
LOC100507419	low
RBFOX2	low
SORBS2	low
LOC390937	low
SLC22A7	low
MAST2	low
PPFIBP1	low
EFHA1	low
KIAA0319	low
FAM174B	low
C11ORF63	low
GALNTL1	low
CCDC149	low
ENTPD3-AS1	low
SNAP91	low
PRDM2	low
AP2B1	low
LOC388692	low
DBX2	low
SEPT5	low
SLC2A11	low
HHIPL2	low
CATSPER3	low
SLC13A4	low
UTS2D	low
CELF2	low
CACNG3	low
SMAP2	low
AMIGO2	low
SH3BP5	low
RNF112	low
MKNK1-AS1	low
BRSK2	low
KRT19	low
STMN2	low
SLC3A1	low
PANX2	low
IKBKE	low
PNMA2	low
SLC24A2	low
TIFAB	low
FLJ35946	low
KIF13B	low
SKOR1	low
JAK1	low
GOSR1	low
ERC1	low
LOC375196	low
JAK2	low
PLD2	low
CUL9	low
ELFN1	low
ENO4	low
ZYG11B	low
ASIC3	low
C2CD2L	low
MAFB	low
SNPH	low
GPR123	low
DIRAS3	low
PRRT3	low
KLHDC9	low
PALM3	low
LOC283588	low
TNFAIP3	low
JAG1	low
GRM4	low
XKR4	low
IGIP	low
GRID2IP	low
PFKFB4	low
CAB39	low
ABCA7	low
PTK6	low
ZNF862	low
PLA2G4C	low
C1ORF213	low
MAP1A	low
CASP9	low
LRRC66	low
EFHA2	low
SPINK13	low
TTC39A	low
PTF1A	low
RNF38	low
PRKCE	low
TM2D1	low
HECW1	low
OAZ2	low
DFNA5	low
HCFC2	low
SVOP	low
GINM1	low
HEPACAM2	low
TAOK2	low
PRSS50	low
LOC728537	low
PTPN23	low
CDHR3	low
ANKZF1	low
TRIM50	low
LOC100506289	low
NPAS3	low
CACNA2D4	low
TECPR1	low
SLC41A2	low
MPP2	low
KCTD21	low
CD9	low
VPS13D	low
DUSP26	low
GBF1	low
CCPG1	low
AGBL4	low
LOC100286793	low
SNX14	low
CCNL2	low
POF1B	low
AP5Z1	low
LOC100132832	low
ZNF76	low
TFAP2B	low
NAALAD2	low
TTC19	low
LOC100289509	low
CCDC116	low
LOC100506881	low
FAM3C	low
FAM126B	low
ATP2A3	low
YIPF1	low
VWA7	low
N4BP2L1	low
GALT	low
LOC100130950	low
SYNJ1	low
TRAF1	low
RGS11	low
VPS39	low
JUN	low
INADL	low
ACAP3	low
LOC155060	low
KAT2B	low
PITHD1	low
CRY2	low
AAK1	low
CCR7	low
TECPR2	low
ARHGEF17	low
CNTNAP2	low
PIANP	low
LOC100294033	low
SYBU	low
PLSCR3	low
EXOSC10	low
IGSF10	low
GPR171	low
RUNX3	low
RNF167	low
ACVR1B	low
IGLL1	low
LOC100506533	low
SH3GLB1	low
LOC100288798	low
PSMG3-AS1	low
VEGFA	low
SRSF4	low
CORO6	low
ZNF423	low
MAPRE2	low
PPP1R21	low
MIA	low
ATP8B2	low
LOC100093631	low
HECA	low
TUBG2	low
GNB1	low
MAP6	low
GRHL1	low
MSL1	low
LOC643542	low
KHDC3L	low
ATP6V0B	low
RAB3GAP1	low
KLF5	low
OS9	low
SCNN1D	low
RASSF4	low
FAM47E	low
CYFIP2	low
LOC100505767	low
ATP6V1C1	low
MYO1C	low
CCDC93	low
LOC100289561	low
PITPNA	low
MKRN1	low
CREBRF	low
PEX1	low
TTLL3	low
MSTN	low
PTH1R	low
ULBP2	low
JAZF1	low
ARTN	low
GPR20	low
LOC541473	low
C11ORF80	low
LOC729177	low
ATP1A3	low
PRR5	low
CACNA1G-AS1	low
MSANTD1	low
TBC1D24	low
CNP	low
GTF2IP1	low
